brand,model,year,transmission,mileage,fuelType,engineSize
toyota, Prius,2016,Automatic,41902,Hybrid,1.8
bmw, Z4,2012,Manual,49289,Petrol,2.0
skoda, Rapid,2018,Semi-Auto,2736,Petrol,1.0
vw, Scirocco,2017,Semi-Auto,18673,Petrol,2.0
hyundi, IX35,2015,Manual,33730,Diesel,1.7
audi, RS4,2020,Automatic,3350,Petrol,2.9
merc, S Class,2018,Automatic,2499,Petrol,4.0
vw, Arteon,2019,Semi-Auto,16651,Diesel,2.0
audi, RS4,2014,Semi-Auto,70823,Petrol,4.2
merc, CLS Class,2015,Semi-Auto,29139,Diesel,2.1
bmw, 7 Series,2017,Semi-Auto,6431,Diesel,3.0
ford, Galaxy,2018,Semi-Auto,32340,Diesel,2.0
skoda, Yeti,2016,Semi-Auto,24800,Petrol,1.2
ford, Grand C-MAX,2016,Manual,8000,Diesel,1.5
hyundi, Santa Fe,2017,Manual,19222,Diesel,2.2
ford, Grand C-MAX,2016,Automatic,19135,Diesel,2.0
skoda, Rapid,2017,Manual,28000,Petrol,1.2
vw, Arteon,2019,Automatic,1555,Petrol,1.5
vw, Tiguan Allspace,2019,Semi-Auto,7022,Diesel,2.0
merc, V Class,2017,Semi-Auto,6316,Diesel,2.2
hyundi, I40,2016,Semi-Auto,31339,Diesel,1.7
toyota, Verso,2017,Manual,41630,Diesel,1.6
hyundi, IX35,2014,Manual,62300,Petrol,1.6
audi, Q8,2019,Semi-Auto,9155,Diesel,3.0
audi, A8,2018,Automatic,7919,Diesel,3.0
merc, CLA Class,2017,Manual,26662,Diesel,2.1
audi, A7,2016,Semi-Auto,27386,Diesel,3.0
merc, X-CLASS,2019,Automatic,5981,Diesel,2.3
merc, X-CLASS,2020,Automatic,2950,Diesel,3.0
bmw, X7,2019,Semi-Auto,6331,Petrol,3.0
merc, X-CLASS,2019,Automatic,1563,Diesel,2.3
bmw, 7 Series,2019,Semi-Auto,1501,Diesel,3.0
audi, A8,2019,Automatic,1000,Petrol,3.0
hyundi, Santa Fe,2020,Semi-Auto,50,Diesel,2.2
bmw, Z4,2019,Semi-Auto,434,Petrol,2.0
merc, S Class,2016,Automatic,9521,Diesel,3.0
merc, CLS Class,2017,Semi-Auto,26941,Diesel,2.1
skoda, Scala,2019,Manual,1514,Petrol,1.5
ford, Grand C-MAX,2016,Manual,19000,Petrol,1.0
merc, CLS Class,2016,Semi-Auto,31310,Diesel,3.0
hyundi, IX20,2015,Manual,38000,Petrol,1.4
ford, Edge,2017,Semi-Auto,29826,Diesel,2.0
toyota, Prius,2013,Automatic,42659,Hybrid,1.8
hyundi, Santa Fe,2013,Semi-Auto,25976,Diesel,2.2
ford, Grand Tourneo Connect,2016,Manual,13000,Diesel,1.5
bmw, M3,2010,Manual,79000,Petrol,4.0
ford, Puma,2019,Manual,2091,Petrol,1.0
bmw, M4,2020,Automatic,10,Petrol,3.0
skoda, Kamiq,2019,Manual,2366,Petrol,1.0
toyota, Hilux,2018,Automatic,22919,Diesel,2.4
audi, A8,2015,Semi-Auto,54174,Diesel,3.0
vauxhall, Zafira Tourer,2017,Automatic,5318,Petrol,1.4
skoda, Yeti,2017,Semi-Auto,28280,Petrol,1.2
merc, S Class,2019,Semi-Auto,2384,Diesel,3.0
toyota, GT86,2017,Manual,21000,Petrol,2.0
toyota, GT86,2019,Manual,100,Petrol,2.0
ford, KA,2014,Manual,4800,Petrol,1.2
toyota, Prius,2017,Automatic,34885,Hybrid,1.8
toyota, Prius,2013,Automatic,35726,Hybrid,1.8
merc, M Class,2010,Automatic,155876,Diesel,3.0
toyota, Prius,2013,Automatic,27800,Hybrid,1.8
ford, KA,2017,Manual,19599,Petrol,1.2
hyundi, I800,2018,Automatic,30038,Diesel,2.5
skoda, Rapid,2016,Manual,19319,Petrol,1.2
toyota, PROACE VERSO,2019,Manual,9441,Diesel,2.0
audi, SQ5,2014,Automatic,69682,Diesel,3.0
hyundi, Santa Fe,2019,Semi-Auto,4372,Diesel,2.2
vw, Tiguan Allspace,2019,Automatic,6644,Petrol,2.0
ford, Edge,2017,Manual,11514,Diesel,2.0
vw, Scirocco,2014,Manual,37506,Diesel,2.0
toyota, Prius,2015,Automatic,19350,Hybrid,1.8
vw, Beetle,2018,Manual,24104,Petrol,1.2
vw, Caddy Maxi Life,2020,Automatic,89,Diesel,2.0
vw, Caravelle,2012,Automatic,73000,Diesel,2.0
merc, S Class,2019,Semi-Auto,100,Petrol,3.0
toyota, Avensis,2016,Manual,59244,Diesel,1.6
ford, Galaxy,2017,Manual,25870,Diesel,2.0
vw, Beetle,2015,Manual,49197,Diesel,2.0
ford, Edge,2016,Semi-Auto,32736,Diesel,2.0
vw, Caddy Maxi Life,2014,Manual,30393,Diesel,1.6
ford, Grand C-MAX,2017,Manual,42075,Diesel,1.5
vauxhall, Combo Life,2019,Manual,6551,Diesel,1.5
toyota, Hilux,2018,Manual,24775,Diesel,2.4
merc, S Class,2018,Automatic,2136,Petrol,3.0
vw, Tiguan Allspace,2018,Semi-Auto,14005,Diesel,2.0
skoda, Scala,2019,Semi-Auto,5000,Petrol,1.5
merc, X-CLASS,2019,Automatic,500,Diesel,2.3
ford, Edge,2019,Automatic,10,Diesel,2.0
merc, GLS Class,2018,Semi-Auto,5376,Diesel,3.0
audi, A8,2018,Semi-Auto,22688,Diesel,3.0
audi, SQ5,2015,Automatic,76518,Diesel,3.0
bmw, X4,2016,Automatic,30241,Diesel,3.0
hyundi, I800,2019,Manual,16232,Diesel,2.5
toyota, Avensis,2018,Manual,31427,Diesel,1.6
audi, RS6,2017,Semi-Auto,47501,Petrol,4.0
ford, Grand C-MAX,2017,Manual,17897,Petrol,1.0
ford, KA,2015,Manual,17398,Petrol,1.2
vw, Caravelle,2019,Automatic,7000,Diesel,2.0
hyundi, IX35,2014,Manual,36189,Diesel,1.7
merc, GLS Class,2019,Automatic,8353,Diesel,3.0
ford, Grand C-MAX,2016,Automatic,13325,Diesel,1.5
audi, A7,2016,Semi-Auto,21023,Diesel,3.0
vw, Scirocco,2016,Manual,19169,Petrol,1.4
bmw, M3,2017,Semi-Auto,15770,Petrol,3.0
toyota, Prius,2011,Manual,112000,Other,1.8
bmw, 7 Series,2017,Semi-Auto,14550,Petrol,4.4
merc, G Class,2013,Automatic,52438,Diesel,3.0
toyota, GT86,2014,Manual,18389,Petrol,2.0
vw, Scirocco,2015,Manual,33000,Diesel,2.0
audi, A7,2017,Semi-Auto,14562,Diesel,3.0
hyundi, Santa Fe,2017,Semi-Auto,28056,Diesel,2.2
hyundi, I800,2016,Automatic,53000,Diesel,2.5
ford, Galaxy,2017,Manual,24805,Diesel,2.0
skoda, Scala,2020,Manual,503,Petrol,1.0
bmw, M4,2019,Semi-Auto,9403,Petrol,3.0
ford, Galaxy,2018,Manual,55203,Diesel,2.0
merc, GL Class,2015,Automatic,39518,Diesel,2.1
ford, Edge,2019,Semi-Auto,10,Diesel,2.0
merc, CLS Class,2019,Automatic,5500,Diesel,2.9
ford, KA,2015,Manual,39100,Petrol,1.2
audi, Q8,2019,Semi-Auto,9089,Diesel,3.0
audi, A7,2017,Automatic,30884,Diesel,3.0
audi, R8,2018,Automatic,3562,Petrol,5.2
skoda, Scala,2019,Manual,5000,Petrol,1.0
audi, R8,2016,Semi-Auto,10172,Petrol,5.2
merc, S Class,2015,Automatic,17700,Diesel,3.0
vauxhall, GTC,2017,Manual,15593,Petrol,1.4
hyundi, Santa Fe,2017,Manual,27287,Diesel,2.2
hyundi, I800,2018,Automatic,35607,Diesel,2.5
toyota, Verso,2017,Automatic,37909,Petrol,1.8
hyundi, I40,2016,Manual,34504,Diesel,1.7
merc, V Class,2018,Manual,20841,Diesel,2.1
skoda, Kamiq,2020,Semi-Auto,2777,Petrol,1.5
toyota, Verso,2014,Manual,51394,Diesel,1.6
toyota, Verso,2017,Manual,23161,Petrol,1.6
audi, R8,2019,Automatic,6954,Petrol,5.2
hyundi, I40,2019,Manual,30,Diesel,1.6
vw, CC,2014,Manual,50400,Diesel,2.0
toyota, Prius,2016,Automatic,21184,Hybrid,1.8
skoda, Rapid,2016,Manual,68406,Diesel,1.4
vauxhall, Combo Life,2018,Manual,9460,Diesel,1.5
ford, Tourneo Connect,2016,Manual,31307,Diesel,1.5
vw, Scirocco,2015,Manual,38442,Diesel,2.0
audi, Q8,2019,Automatic,11464,Diesel,3.0
vw, Arteon,2019,Automatic,2536,Diesel,2.0
bmw, X6,2019,Automatic,5980,Diesel,3.0
skoda, Kamiq,2020,Manual,1000,Petrol,1.0
skoda, Rapid,2017,Manual,18500,Petrol,1.0
merc, GL Class,2017,Automatic,28871,Diesel,3.0
vw, Caravelle,2019,Automatic,5000,Diesel,2.0
bmw, X6,2020,Semi-Auto,3,Petrol,3.0
bmw, 6 Series,2012,Automatic,50319,Diesel,3.0
merc, M Class,2015,Semi-Auto,71000,Diesel,2.1
skoda, Scala,2019,Automatic,1000,Petrol,1.5
skoda, Yeti,2011,Manual,96000,Petrol,1.4
hyundi, I800,2019,Manual,13312,Diesel,2.5
hyundi, IX20,2014,Automatic,27082,Petrol,1.6
toyota, Prius,2017,Automatic,30130,Hybrid,1.8
vw, Amarok,2019,Automatic,6542,Diesel,3.0
bmw, 6 Series,2013,Automatic,58024,Diesel,3.0
merc, CLS Class,2015,Automatic,17957,Diesel,2.1
skoda, Scala,2020,Manual,1309,Diesel,1.6
vw, Amarok,2020,Automatic,10,Diesel,3.0
ford, Tourneo Custom,2016,Manual,25108,Diesel,2.0
bmw, M3,2010,Manual,81000,Petrol,4.0
vw, Scirocco,2016,Manual,22032,Petrol,1.4
ford, Grand C-MAX,2017,Manual,28346,Diesel,1.5
toyota, Land Cruiser,2008,Automatic,174419,Diesel,3.0
merc, SLK,2001,Automatic,64476,Petrol,3.2
skoda, Yeti,2015,Manual,68225,Diesel,2.0
toyota, GT86,2019,Manual,489,Petrol,2.0
bmw, 7 Series,2017,Automatic,25014,Diesel,3.0
vauxhall, Vivaro,2018,Manual,16273,Diesel,1.6
skoda, Rapid,2016,Manual,14474,Petrol,1.2
bmw, X4,2015,Semi-Auto,60059,Diesel,2.0
merc, S Class,2015,Automatic,38347,Diesel,3.0
vw, Scirocco,2016,Manual,13383,Diesel,2.0
merc, CLS Class,2019,Semi-Auto,3443,Diesel,2.9
vw, Amarok,2018,Automatic,11625,Diesel,3.0
merc, GL Class,2015,Automatic,24963,Diesel,2.1
vw, Scirocco,2015,Manual,48387,Diesel,2.0
audi, RS3,2015,Semi-Auto,49610,Petrol,2.5
ford, Tourneo Custom,2018,Manual,36199,Diesel,2.0
bmw, X7,2020,Semi-Auto,4919,Diesel,3.0
vauxhall, GTC,2016,Manual,43589,Diesel,2.0
vauxhall, Agila,2015,Manual,18953,Petrol,1.0
toyota, GT86,2020,Manual,614,Petrol,2.0
vauxhall, Antara,2012,Automatic,53730,Diesel,2.2
vw, Scirocco,2016,Manual,22000,Petrol,2.0
audi, SQ5,2015,Automatic,37306,Diesel,3.0
ford, Edge,2017,Manual,42359,Diesel,2.0
ford, Puma,2019,Manual,1451,Petrol,1.0
toyota, Verso,2018,Manual,21981,Petrol,1.6
vauxhall, Combo Life,2019,Manual,9751,Diesel,1.5
hyundi, I40,2016,Manual,32309,Diesel,1.7
audi, A8,2017,Automatic,3338,Diesel,3.0
bmw, M4,2015,Semi-Auto,20100,Petrol,3.0
skoda, Scala,2020,Automatic,4716,Petrol,1.0
hyundi, Santa Fe,2019,Automatic,9800,Diesel,2.2
skoda, Rapid,2016,Manual,59465,Diesel,1.6
toyota, Prius,2019,Automatic,2300,Hybrid,1.8
hyundi, IX20,2015,Manual,24305,Diesel,1.6
ford, Grand C-MAX,2014,Manual,35013,Diesel,1.6
toyota, Hilux,2013,Automatic,92007,Diesel,3.0
ford, Mustang,2017,Automatic,24000,Petrol,5.0
merc, X-CLASS,2019,Automatic,500,Diesel,2.3
merc, SLK,2015,Semi-Auto,40625,Diesel,2.0
merc, CLA Class,2017,Automatic,25517,Petrol,2.0
hyundi, Santa Fe,2019,Automatic,4566,Diesel,2.2
vauxhall, GTC,2016,Manual,29982,Petrol,1.4
hyundi, IX20,2016,Automatic,22109,Petrol,1.6
skoda, Kamiq,2019,Manual,741,Petrol,1.0
vw, Caravelle,2019,Semi-Auto,452,Diesel,2.0
skoda, Rapid,2016,Manual,33013,Petrol,1.2
merc, V Class,2017,Manual,49532,Diesel,2.1
merc, X-CLASS,2018,Automatic,7000,Diesel,2.3
merc, CLA Class,2018,Automatic,6466,Petrol,1.6
toyota, Avensis,2017,Manual,14458,Petrol,1.8
vw, Caravelle,2019,Automatic,10,Diesel,2.0
hyundi, Santa Fe,2020,Automatic,2885,Diesel,2.2
vw, Arteon,2019,Automatic,11267,Diesel,2.0
bmw, X4,2016,Automatic,74001,Diesel,2.0
merc, V Class,2019,Manual,35,Diesel,2.1
merc, V Class,2016,Automatic,20751,Diesel,2.2
vw, California,2019,Automatic,4653,Diesel,2.0
vw, Tiguan Allspace,2018,Semi-Auto,7198,Diesel,2.0
merc, GL Class,2016,Automatic,72000,Diesel,3.0
bmw, 7 Series,2017,Semi-Auto,34335,Diesel,3.0
hyundi, IX20,2016,Manual,18146,Petrol,1.4
merc, V Class,2013,Automatic,78000,Diesel,2.1
vw, Caddy Maxi Life,2020,Semi-Auto,2000,Diesel,2.0
hyundi, IX35,2014,Manual,39472,Petrol,1.6
bmw, X6,2016,Automatic,33500,Diesel,3.0
ford, Grand C-MAX,2016,Manual,11969,Diesel,1.5
merc, SLK,2015,Semi-Auto,29945,Diesel,2.0
merc, GL Class,2015,Automatic,27000,Diesel,2.1
vw, Scirocco,2017,Manual,9287,Diesel,2.0
vw, CC,2016,Automatic,75387,Diesel,2.0
merc, GL Class,2017,Manual,22750,Diesel,2.1
ford, KA,2015,Manual,28322,Petrol,1.2
skoda, Yeti,2016,Semi-Auto,46367,Petrol,1.2
merc, V Class,2018,Manual,20138,Diesel,2.1
merc, V Class,2019,Automatic,4000,Diesel,2.0
bmw, M4,2017,Semi-Auto,23250,Petrol,3.0
toyota, Avensis,2011,Automatic,127000,Diesel,2.2
merc, V Class,2019,Automatic,1659,Diesel,2.1
hyundi, Santa Fe,2015,Automatic,91700,Diesel,2.2
vw, Amarok,2016,Manual,48638,Diesel,2.0
audi, A7,2015,Automatic,55457,Diesel,3.0
skoda, Scala,2019,Semi-Auto,469,Diesel,1.6
toyota, Land Cruiser,2019,Semi-Auto,15200,Diesel,2.8
audi, S4,2019,Automatic,6000,Diesel,3.0
bmw, M2,2019,Automatic,1500,Petrol,3.0
ford, Edge,2018,Automatic,2889,Diesel,2.0
skoda, Scala,2019,Manual,2250,Petrol,1.0
hyundi, IX35,2015,Automatic,51500,Diesel,2.0
ford, Grand C-MAX,2016,Automatic,44956,Diesel,1.5
bmw, X4,2016,Semi-Auto,75680,Diesel,2.0
toyota, Avensis,2018,Manual,37191,Diesel,1.6
vw, Arteon,2019,Manual,100,Diesel,2.0
vw, Arteon,2019,Automatic,7964,Diesel,2.0
vw, Scirocco,2017,Manual,10837,Petrol,1.4
bmw, 7 Series,2019,Semi-Auto,7780,Petrol,3.0
toyota, Verso,2017,Manual,12114,Petrol,1.6
vw, Arteon,2019,Semi-Auto,9753,Diesel,2.0
toyota, Prius,2017,Automatic,45756,Hybrid,1.8
vauxhall, Zafira Tourer,2017,Manual,16425,Petrol,1.4
toyota, Supra,2019,Automatic,2771,Petrol,3.0
merc, CLS Class,2018,Semi-Auto,5611,Diesel,2.9
ford, Mustang,2019,Automatic,12,Petrol,2.3
bmw, 7 Series,2016,Semi-Auto,18190,Petrol,3.0
vw, Beetle,2016,Semi-Auto,41000,Diesel,2.0
ford, Galaxy,2017,Manual,34034,Diesel,2.0
merc, GL Class,2015,Automatic,23117,Diesel,2.1
vw, Arteon,2019,Semi-Auto,9000,Petrol,2.0
audi, A7,2014,Automatic,58732,Diesel,3.0
skoda, Yeti,2016,Automatic,25956,Petrol,1.2
merc, S Class,2019,Semi-Auto,1022,Petrol,4.0
merc, GL Class,2014,Automatic,24809,Petrol,2.0
hyundi, IX35,2015,Manual,39000,Diesel,1.7
merc, M Class,2015,Automatic,49355,Diesel,2.1
ford, Puma,2019,Manual,110,Petrol,1.0
vw, CC,2015,Semi-Auto,72098,Diesel,2.0
toyota, Prius,2016,Automatic,33501,Hybrid,1.8
merc, SLK,2014,Automatic,16500,Diesel,2.1
vw, Amarok,2019,Automatic,8380,Diesel,3.0
skoda, Scala,2019,Semi-Auto,4419,Petrol,1.0
toyota, Prius,2019,Automatic,8925,Hybrid,1.8
toyota, Prius,2016,Automatic,18793,Hybrid,1.8
bmw, X4,2019,Semi-Auto,6982,Diesel,3.0
vauxhall, GTC,2016,Manual,21188,Petrol,1.4
bmw, Z4,2020,Semi-Auto,5,Petrol,2.0
merc, SLK,2016,Semi-Auto,16107,Diesel,2.0
vw, Scirocco,2016,Semi-Auto,9740,Diesel,2.0
toyota, Verso,2016,Automatic,22703,Petrol,1.8
hyundi, IX35,2015,Manual,64708,Diesel,1.7
hyundi, IX20,2017,Manual,7673,Petrol,1.4
ford, KA,2014,Manual,43001,Petrol,1.2
vw, Beetle,2015,Manual,5118,Petrol,1.2
bmw, X4,2019,Semi-Auto,10797,Diesel,3.0
hyundi, IX35,2013,Manual,55736,Diesel,2.0
toyota, Prius,2012,Automatic,37870,Hybrid,1.8
hyundi, I40,2016,Manual,26775,Diesel,1.7
merc, CLS Class,2019,Automatic,107,Diesel,2.9
vw, Arteon,2019,Semi-Auto,13500,Diesel,2.0
merc, V Class,2018,Manual,38000,Diesel,2.1
toyota, Land Cruiser,2019,Automatic,4512,Diesel,2.8
ford, Edge,2017,Semi-Auto,39000,Diesel,2.0
merc, V Class,2019,Automatic,18398,Diesel,2.1
vw, Arteon,2019,Automatic,2494,Diesel,2.0
vauxhall, Antara,2015,Manual,52889,Diesel,2.2
bmw, M2,2020,Semi-Auto,101,Petrol,3.0
vw, Tiguan Allspace,2019,Automatic,8000,Diesel,2.0
bmw, M3,2009,Manual,65000,Petrol,4.0
merc, CLS Class,2017,Semi-Auto,30004,Diesel,2.1
vw, Amarok,2015,Manual,73000,Diesel,2.0
merc, S Class,2019,Semi-Auto,695,Diesel,3.0
ford, Edge,2018,Semi-Auto,8044,Diesel,2.0
vauxhall, GTC,2016,Automatic,17775,Petrol,1.4
merc, CLS Class,2013,Semi-Auto,85967,Diesel,3.0
audi, A7,2015,Manual,47000,Diesel,3.0
vw, Arteon,2019,Automatic,80,Petrol,1.5
vw, Arteon,2019,Semi-Auto,9000,Petrol,2.0
merc, S Class,2016,Semi-Auto,21739,Diesel,3.0
ford, Mustang,2019,Automatic,800,Petrol,5.0
merc, CLS Class,2019,Semi-Auto,5524,Diesel,2.9
bmw, i8,2019,Automatic,176,Hybrid,1.5
vw, Caddy Maxi Life,2020,Semi-Auto,1000,Diesel,2.0
merc, V Class,2018,Manual,22011,Diesel,2.1
hyundi, Santa Fe,2017,Manual,7493,Diesel,2.2
skoda, Rapid,2013,Semi-Auto,54400,Petrol,1.4
vw, Jetta,2015,Manual,35242,Diesel,2.0
bmw, X7,2019,Semi-Auto,6506,Diesel,3.0
bmw, X4,2015,Automatic,50323,Diesel,2.0
ford, Galaxy,2016,Manual,30416,Diesel,2.0
skoda, Rapid,2017,Manual,15396,Petrol,1.2
bmw, 7 Series,2020,Semi-Auto,6555,Diesel,3.0
bmw, Z4,2011,Manual,26000,Petrol,2.5
vw, Arteon,2019,Automatic,5619,Petrol,2.0
hyundi, IX20,2017,Manual,18975,Petrol,1.4
ford, Puma,2020,Manual,484,Petrol,1.0
bmw, M3,2004,Manual,80000,Petrol,3.2
vauxhall, Zafira Tourer,2017,Manual,8190,Petrol,1.4
vauxhall, GTC,2016,Manual,24000,Petrol,1.4
ford, Galaxy,2019,Manual,9129,Diesel,2.0
bmw, X4,2019,Semi-Auto,4231,Diesel,2.0
merc, CLA Class,2019,Automatic,9054,Diesel,2.1
merc, V Class,2018,Manual,29723,Diesel,2.1
bmw, M4,2019,Semi-Auto,101,Petrol,3.0
bmw, X4,2015,Automatic,51536,Diesel,3.0
toyota, Verso,2015,Semi-Auto,11536,Petrol,1.8
merc, CLA Class,2014,Automatic,41445,Petrol,2.0
ford, Edge,2019,Automatic,10,Diesel,2.0
merc, GL Class,2016,Automatic,19859,Diesel,2.1
ford, KA,2015,Manual,12809,Petrol,1.2
skoda, Scala,2019,Automatic,8347,Diesel,1.6
bmw, X7,2020,Semi-Auto,3116,Diesel,3.0
skoda, Kamiq,2019,Automatic,200,Other,1.5
merc, V Class,2019,Automatic,500,Diesel,2.0
bmw, Z4,2019,Semi-Auto,2485,Petrol,2.0
hyundi, IX35,2014,Manual,51023,Diesel,1.7
ford, Grand C-MAX,2013,Automatic,47421,Diesel,2.0
ford, Edge,2017,Automatic,20540,Diesel,2.0
toyota, Prius,2017,Automatic,24301,Hybrid,1.8
vauxhall, Zafira Tourer,2016,Automatic,14000,Petrol,1.4
merc, SLK,2013,Automatic,43739,Diesel,2.1
vw, Scirocco,2016,Manual,28000,Petrol,2.0
vw, Arteon,2019,Automatic,6000,Diesel,2.0
audi, A7,2015,Semi-Auto,41656,Diesel,3.0
merc, CLS Class,2016,Semi-Auto,44029,Diesel,2.1
toyota, Verso,2017,Manual,19303,Diesel,1.6
merc, S Class,2016,Semi-Auto,25317,Petrol,6.0
audi, RS4,2020,Semi-Auto,2200,Petrol,2.9
skoda, Yeti,2016,Manual,30000,Petrol,1.2
ford, Mustang,2020,Manual,613,Petrol,2.3
ford, KA,2014,Manual,25766,Petrol,1.2
ford, Grand Tourneo Connect,2018,Automatic,9486,Diesel,1.5
vw, Arteon,2019,Semi-Auto,20,Diesel,2.0
bmw, 8 Series,2019,Semi-Auto,5441,Diesel,3.0
ford, Tourneo Connect,2016,Manual,26545,Diesel,1.5
merc, CLA Class,2016,Manual,47020,Petrol,1.6
vw, Arteon,2019,Semi-Auto,3438,Diesel,2.0
vw, Tiguan Allspace,2019,Automatic,8708,Petrol,2.0
vw, Amarok,2019,Automatic,3997,Diesel,3.0
merc, CLS Class,2019,Semi-Auto,12346,Diesel,2.9
hyundi, Santa Fe,2016,Semi-Auto,32223,Diesel,2.2
vauxhall, Combo Life,2018,Manual,2770,Diesel,1.5
vw, CC,2017,Manual,37353,Diesel,2.0
hyundi, I800,2018,Manual,22756,Diesel,2.5
merc, V Class,2019,Automatic,14227,Diesel,2.2
hyundi, IX35,2015,Manual,23866,Diesel,1.7
bmw, Z3,2002,Automatic,16500,Petrol,2.2
hyundi, Santa Fe,2015,Semi-Auto,11673,Diesel,2.2
bmw, M4,2017,Automatic,24905,Petrol,3.0
ford, Edge,2019,Automatic,1,Diesel,2.0
merc, S Class,2019,Semi-Auto,11876,Diesel,3.0
vw, Amarok,2018,Automatic,18397,Diesel,3.0
vw, Arteon,2019,Semi-Auto,553,Petrol,2.0
skoda, Scala,2020,Manual,1652,Diesel,1.6
bmw, Z4,2010,Manual,68090,Petrol,2.5
ford, Galaxy,2016,Manual,32792,Diesel,2.0
merc, V Class,2019,Automatic,18812,Diesel,2.1
toyota, GT86,2016,Manual,28321,Petrol,2.0
toyota, Prius,2019,Automatic,2979,Hybrid,1.8
hyundi, IX20,2016,Manual,38756,Petrol,1.4
toyota, Prius,2019,Automatic,1995,Hybrid,1.8
ford, Grand Tourneo Connect,2017,Manual,52175,Diesel,1.5
vw, Caravelle,2019,Automatic,4473,Diesel,2.0
audi, A7,2016,Automatic,48669,Diesel,3.0
toyota, Supra,2019,Semi-Auto,1902,Petrol,3.0
vauxhall, Zafira Tourer,2016,Automatic,21491,Petrol,1.4
bmw, Z4,2020,Semi-Auto,603,Petrol,2.0
vauxhall, Combo Life,2019,Manual,8556,Diesel,1.5
merc, CLS Class,2019,Automatic,6273,Diesel,2.9
ford, KA,2014,Manual,41127,Petrol,1.2
audi, RS5,2014,Automatic,49989,Petrol,4.2
merc, CLS Class,2016,Semi-Auto,23636,Diesel,3.0
bmw, X4,2015,Automatic,95408,Diesel,2.0
bmw, M4,2019,Semi-Auto,13,Petrol,3.0
vw, Caddy,2015,Manual,54641,Diesel,2.0
toyota, Verso,2013,Manual,55965,Petrol,1.6
bmw, X4,2017,Semi-Auto,18150,Diesel,3.0
merc, V Class,2019,Automatic,500,Diesel,2.1
toyota, Prius,2016,Automatic,32988,Hybrid,1.8
ford, KA,2007,Manual,50000,Petrol,1.3
vw, CC,2016,Semi-Auto,33810,Diesel,2.0
audi, A8,2018,Automatic,5289,Diesel,3.0
vw, Scirocco,2012,Manual,68580,Petrol,2.0
skoda, Scala,2019,Manual,3587,Petrol,1.0
vw, Caravelle,2014,Automatic,72000,Diesel,2.0
ford, Grand C-MAX,2012,Manual,58745,Petrol,1.6
bmw, M4,2019,Semi-Auto,2258,Petrol,3.0
bmw, X7,2019,Semi-Auto,1500,Diesel,3.0
merc, V Class,2019,Semi-Auto,2924,Diesel,2.2
hyundi, I800,2016,Automatic,55088,Diesel,2.5
vw, Beetle,2015,Manual,50000,Diesel,2.0
merc, V Class,2019,Automatic,3000,Diesel,2.0
skoda, Scala,2020,Semi-Auto,250,Petrol,1.0
ford, Galaxy,2017,Manual,35930,Diesel,2.0
merc, V Class,2016,Semi-Auto,24754,Diesel,2.2
ford, Puma,2019,Manual,1693,Petrol,1.0
ford, Grand C-MAX,2016,Manual,26611,Petrol,1.0
merc, S Class,2019,Automatic,1933,Diesel,3.0
merc, CLS Class,2016,Automatic,30744,Diesel,2.1
toyota, Prius,2019,Automatic,4000,Hybrid,1.8
bmw, M4,2019,Semi-Auto,5650,Petrol,3.0
vauxhall, Antara,2013,Manual,47600,Diesel,2.2
hyundi, IX20,2013,Manual,50227,Petrol,1.4
audi, A7,2016,Automatic,30122,Diesel,3.0
ford, Galaxy,2016,Manual,24758,Diesel,2.0
ford, Tourneo Custom,2015,Manual,30324,Diesel,2.2
merc, S Class,2018,Automatic,3728,Diesel,3.0
vw, CC,2016,Manual,74194,Diesel,2.0
vw, Amarok,2019,Automatic,7583,Diesel,3.0
skoda, Yeti,2015,Semi-Auto,36502,Petrol,1.2
hyundi, Santa Fe,2017,Manual,28507,Diesel,2.2
ford, Grand C-MAX,2015,Manual,28359,Diesel,1.6
merc, CLS Class,2019,Semi-Auto,3418,Diesel,2.9
vw, Arteon,2019,Automatic,6786,Petrol,2.0
bmw, 8 Series,2019,Automatic,5883,Petrol,3.0
merc, V Class,2019,Automatic,2582,Diesel,2.2
merc, V Class,2018,Manual,27222,Diesel,2.1
bmw, 6 Series,2017,Semi-Auto,25975,Diesel,3.0
toyota, Land Cruiser,2020,Automatic,3500,Diesel,2.8
merc, V Class,2016,Automatic,48000,Diesel,2.2
merc, V Class,2019,Automatic,11588,Diesel,2.2
merc, SLK,2015,Automatic,21078,Diesel,2.1
skoda, Yeti,2014,Manual,40224,Diesel,2.0
vauxhall, Combo Life,2019,Manual,4960,Diesel,1.5
toyota, Verso,2016,Manual,7674,Diesel,1.6
skoda, Kamiq,2019,Manual,3541,Diesel,1.6
bmw, M4,2020,Automatic,10,Petrol,3.0
audi, SQ5,2017,Automatic,20000,Petrol,3.0
ford, Galaxy,2016,Manual,28288,Diesel,2.0
hyundi, I40,2016,Manual,67654,Diesel,1.7
bmw, 6 Series,2017,Semi-Auto,23451,Diesel,3.0
hyundi, IX20,2017,Manual,15687,Petrol,1.4
ford, Edge,2017,Manual,41940,Diesel,2.0
skoda, Yeti,2016,Semi-Auto,24070,Petrol,1.2
ford, Grand C-MAX,2017,Manual,17509,Petrol,1.0
vauxhall, GTC,2016,Manual,48877,Diesel,1.6
bmw, X4,2020,Semi-Auto,1608,Petrol,3.0
hyundi, IX20,2016,Manual,8423,Petrol,1.4
